order_id,date,time
12261,2015-07-24,13.15.18
AA20694,2015-12-18,11.33.45
7438,2015-05-05,16.33.26
2178,2015-02-06,11.32.25
6522,2015-04-20,13.14.21
AA5213,2015-03-29,15.11.52
16110,2015-09-28,21.59.21
_21188,2015-12-28,12.38.39
_2297,2015-02-07,21.35.12
AA3697,2015-03-04,12.19.37
AA8774,2015-05-27,17.43.43
19238,2015-11-25,12.24.38
19080,2015-11-22,13.11.23
19355,2015-11-26,18.18.35
_2627,2015-02-13,16.50.09
AA16398,2015-10-03,15.50.46
10839,2015-07-01,17.49.14
19427,2015-11-27,13.39.44
4829,2015-03-23,12.14.01
_18448,2015-11-10,20.43.24
4542,2015-03-18,11.37.55
9150,2015-06-02,21.42.42
1338,2015-01-23,13.47.01
15624,2015-09-18,17.25.09
9553,2015-06-09,18.49.09
AA18088,2015-11-05,11.16.55
AA4373,2015-03-15,15.47.01
1523,2015-01-26,14.38.13
16473,2015-10-04,19.52.56
20059,2015-12-07,16.02.41
AA791,2015-01-14,12.23.54
9331,2015-06-06,12.40.05
5424,2015-04-01,19.29.17
13497,2015-08-13,18.22.06
AA18026,2015-11-03,18.21.40
18573,2015-11-13,13.27.28
AA16577,2015-10-07,15.03.13
_2172,2015-02-05,21.51.44
11785,2015-07-16,16.33.13
20457,2015-12-14,12.12.39
8822,2015-05-28,15.38.22
AA18493,2015-11-11,20.55.59
12329,2015-07-25,13.30.55
16053,2015-09-27,21.15.19
AA5229,2015-03-29,18.33.39
5938,2015-04-10,16.36.41
AA1060,2015-01-18,16.39.46
AA17003,2015-10-15,17.41.30
12213,2015-07-23,16.22.29
10561,2015-06-26,20.30.29
3922,2015-03-07,20.12.39
3351,2015-02-26,12.18.48
13971,2015-08-21,17.00.16
AA15526,2015-09-16,19.39.55
12416,2015-07-26,18.18.33
12030,2015-07-20,15.54.30
AA20882,2015-12-21,11.20.26
2931,2015-02-18,18.43.05
AA7187,2015-05-01,12.53.09
_19903,2015-12-04,19.35.38
1977,2015-02-02,18.27.37
_11630,2015-07-13,19.44.50
AA9813,2015-06-13,22.18.16
AA19013,2015-11-20,21.36.00
7494,2015-05-06,16.48.16
AA7137,2015-04-30,16.34.14
8065,2015-05-15,18.23.33
6988,2015-04-27,18.43.47
AA15820,2015-09-21,20.36.53
14892,2015-09-06,17.52.54
16721,2015-10-09,22.54.32
17982,2015-11-02,19.26.57
AA2980,2015-02-19,16.48.44
_19189,2015-11-24,13.05.19
AA4989,2015-03-25,20.54.18
3876,2015-03-06,21.34.49
15227,2015-09-11,21.25.46
3383,2015-02-26,17.31.14
8583,2015-05-24,13.12.52
6213,2015-04-15,12.35.50
AA3196,2015-02-23,16.28.00
AA17842,2015-10-31,18.22.14
7824,2015-05-12,12.05.03
_7364,2015-05-04,12.07.44
17015,2015-10-15,18.21.02
AA10596,2015-06-27,15.47.14
18072,2015-11-04,18.53.56
12736,2015-08-01,13.02.56
AA15749,2015-09-20,17.42.21
21141,2015-12-26,22.02.23
AA12698,2015-07-31,16.54.49
2356,2015-02-09,11.31.10
2062,2015-02-04,11.56.32
AA10089,2015-06-18,18.20.23
5702,2015-04-06,13.40.17
_2561,2015-02-12,14.28.55
10813,2015-07-01,13.33.35
AA2497,2015-02-11,15.12.46
_12109,2015-07-21,20.14.22
12999,2015-08-05,15.56.56
5274,2015-03-30,15.55.42
9347,2015-06-06,15.19.33
AA354,2015-01-06,18.01.44
AA19133,2015-11-23,12.44.25
AA5907,2015-04-09,20.22.02
15892,2015-09-23,12.40.54
15131,2015-09-10,16.57.25
AA13568,2015-08-14,18.18.30
_10309,2015-06-22,18.28.24
_10241,2015-06-21,14.44.09
AA6700,2015-04-23,12.51.44
4380,2015-03-15,16.14.57
AA9039,2015-06-01,12.26.18
AA6231,2015-04-15,15.31.13
17102,2015-10-16,20.43.17
13697,2015-08-16,18.39.57
4861,2015-03-23,17.59.40
20735,2015-12-18,17.41.33
21313,2015-12-31,17.22.08
AA1490,2015-01-25,20.07.13
AA14451,2015-08-29,19.20.51
5469,2015-04-02,16.23.58
6444,2015-04-18,20.50.24
_14146,2015-08-24,15.49.55
16347,2015-10-02,17.04.30
18918,2015-11-19,16.54.48
18997,2015-11-20,18.48.57
AA16529,2015-10-06,17.07.32
9250,2015-06-04,18.53.14
20481,2015-12-14,17.09.15
AA10711,2015-06-29,15.28.20
3308,2015-02-25,15.07.18
AA12345,2015-07-25,17.42.14
12582,2015-07-29,18.35.45
12174,2015-07-22,21.11.22
_88,2015-01-02,14.10.08
_18409,2015-11-10,14.22.40
8311,2015-05-19,18.54.32
AA5400,2015-04-01,15.35.16
AA6507,2015-04-20,12.15.37
17606,2015-10-27,18.27.33
AA1280,2015-01-22,14.44.54
7340,2015-05-03,17.12.40
15370,2015-09-14,14.00.39
AA7341,2015-05-03,17.17.46
9505,2015-06-09,11.50.09
14131,2015-08-24,13.28.41
AA20077,2015-12-07,19.27.08
2701,2015-02-14,18.53.37
922,2015-01-16,13.19.43
10189,2015-06-20,14.58.52
AA14032,2015-08-22,16.38.15
7823,2015-05-12,12.00.27
AA14321,2015-08-27,16.58.11
AA5852,2015-04-08,19.53.47
AA15433,2015-09-15,15.39.55
_20538,2015-12-15,16.40.50
AA3891,2015-03-07,14.42.35
8588,2015-05-24,13.55.06
3715,2015-03-04,14.51.20
17123,2015-10-17,15.49.15
12606,2015-07-30,12.35.01
_4893,2015-03-24,12.53.26
496,2015-01-08,19.46.18
13224,2015-08-09,11.54.21
AA18770,2015-11-16,17.43.14
12362,2015-07-25,19.49.39
18920,2015-11-19,17.33.33
7280,2015-05-02,18.16.12
AA11331,2015-07-08,19.42.11
18168,2015-11-06,13.56.01
13250,2015-08-09,16.44.50
AA10588,2015-06-27,14.40.16
AA20271,2015-12-11,11.21.21
3954,2015-03-08,14.38.40
18341,2015-11-09,13.00.32
13695,2015-08-16,18.26.06
3669,2015-03-03,17.19.38
2399,2015-02-09,19.00.56
AA9158,2015-06-03,12.09.32
_19961,2015-12-05,19.00.47
10319,2015-06-22,20.02.45
AA18913,2015-11-19,15.58.58
AA15006,2015-09-08,17.07.13
799,2015-01-14,12.51.29
_10702,2015-06-29,12.43.39
4745,2015-03-21,14.21.26
AA18710,2015-11-15,17.23.53
AA21211,2015-12-28,19.01.13
AA1587,2015-01-27,17.26.55
1677,2015-01-29,12.45.39
20631,2015-12-16,20.41.43
AA1071,2015-01-18,18.27.40
11724,2015-07-15,16.01.38
15086,2015-09-09,20.46.28
AA20946,2015-12-22,12.22.23
15489,2015-09-16,13.30.50
AA960,2015-01-16,19.35.00
20149,2015-12-09,12.10.13
_7124,2015-04-30,13.24.00
AA8692,2015-05-26,12.37.30
AA21225,2015-12-29,13.20.17
AA11224,2015-07-07,11.54.47
16462,2015-10-04,17.01.22
10271,2015-06-21,21.22.01
14955,2015-09-07,18.21.16
17196,2015-10-18,18.27.45
AA8259,2015-05-18,18.31.11
18346,2015-11-09,13.16.31
5442,2015-04-02,12.02.57
AA3088,2015-02-21,13.20.12
5031,2015-03-26,16.17.47
_17065,2015-10-16,14.06.57
AA2557,2015-02-12,14.09.47
AA13201,2015-08-08,19.46.14
9654,2015-06-11,15.58.18
7442,2015-05-05,17.01.58
AA12811,2015-08-02,13.48.55
829,2015-01-14,18.27.42
8643,2015-05-25,12.35.46
21217,2015-12-28,22.22.45
1404,2015-01-24,14.59.38
3372,2015-02-26,15.58.38
_672,2015-01-11,19.18.46
AA7322,2015-05-03,13.49.05
AA3792,2015-03-05,16.39.37
AA10531,2015-06-26,14.36.22
9120,2015-06-02,15.07.42
AA21318,2015-12-31,18.07.03
AA1431,2015-01-24,19.40.03
11434,2015-07-10,16.45.50
_19810,2015-12-03,14.20.52
235,2015-01-04,18.51.30
AA10796,2015-07-01,11.16.34
_12376,2015-07-25,22.59.35
20489,2015-12-14,18.15.58
11717,2015-07-15,14.35.07
_428,2015-01-07,22.05.00
2892,2015-02-18,11.41.20
17161,2015-10-17,22.10.45
_16969,2015-10-15,13.29.07
_12031,2015-07-20,15.54.58
_3457,2015-02-27,19.09.52
AA3642,2015-03-03,12.24.18
20371,2015-12-12,16.39.25
AA6523,2015-04-20,13.15.19
AA4248,2015-03-13,14.52.08
5459,2015-04-02,13.16.43
13662,2015-08-15,22.51.59
4766,2015-03-21,19.04.51
13214,2015-08-08,21.30.47
_1379,2015-01-23,19.33.07
14644,2015-09-02,12.59.50
20721,2015-12-18,14.20.39
_11948,2015-07-19,12.20.39
2292,2015-02-07,20.57.53
AA5453,2015-04-02,12.58.44
264,2015-01-05,13.03.59
2248,2015-02-07,13.22.06
12343,2015-07-25,17.30.15
19916,2015-12-04,22.23.55
AA17912,2015-11-01,18.12.24
AA8475,2015-05-22,16.56.23
AA21270,2015-12-30,18.59.45
AA15554,2015-09-17,15.56.00
AA15103,2015-09-10,12.52.14
16704,2015-10-09,20.02.30
AA6132,2015-04-13,17.56.20
AA15385,2015-09-14,17.20.02
15986,2015-09-26,20.28.41
1328,2015-01-23,12.29.42
3008,2015-02-20,12.09.54
5264,2015-03-30,13.24.35
1360,2015-01-23,17.33.33
3949,2015-03-08,13.33.30
4245,2015-03-13,13.35.44
AA11989,2015-07-19,18.42.25
940,2015-01-16,17.05.08
AA8224,2015-05-18,11.51.46
13452,2015-08-12,19.56.00
AA12452,2015-07-27,13.48.04
21259,2015-12-30,14.15.37
13905,2015-08-20,14.05.11
5548,2015-04-03,19.30.34
11474,2015-07-11,12.43.12
14974,2015-09-08,12.04.53
10831,2015-07-01,17.10.15
_2317,2015-02-08,14.49.35
AA11263,2015-07-07,19.22.13
18471,2015-11-11,15.25.50
9661,2015-06-11,17.15.03
AA9583,2015-06-10,13.06.28
AA3819,2015-03-06,12.24.41
_13213,2015-08-08,21.24.20
AA13821,2015-08-18,19.02.39
AA7072,2015-04-29,15.25.32
8768,2015-05-27,17.13.15
7307,2015-05-02,21.52.06
21314,2015-12-31,17.36.51
5737,2015-04-06,21.15.42
2461,2015-02-10,20.14.23
AA13548,2015-08-14,15.06.16
16937,2015-10-14,20.46.40
_10366,2015-06-23,18.03.31
AA9844,2015-06-14,17.59.04
AA8901,2015-05-29,20.57.41
AA1282,2015-01-22,15.16.54
19588,2015-11-29,17.08.29
15262,2015-09-12,17.25.38
AA5789,2015-04-07,20.42.36
_11639,2015-07-14,12.04.06
AA15699,2015-09-19,18.36.20
AA19490,2015-11-27,20.29.03
AA11544,2015-07-12,16.38.23
14099,2015-08-23,17.11.01
AA9349,2015-06-06,15.43.34
8361,2015-05-20,17.27.48
12375,2015-07-25,22.53.36
19517,2015-11-28,12.14.39
20153,2015-12-09,12.44.33
19292,2015-11-26,11.39.09
8878,2015-05-29,17.32.06
13541,2015-08-14,14.09.22
_18505,2015-11-12,12.49.21
AA7701,2015-05-09,21.08.58
13171,2015-08-08,16.20.23
3029,2015-02-20,13.55.24
AA14323,2015-08-27,17.13.06
10909,2015-07-02,17.32.27
7091,2015-04-29,18.34.12
16108,2015-09-28,19.47.32
6005,2015-04-11,18.05.07
AA12497,2015-07-28,12.41.24
15170,2015-09-11,13.54.07
AA4044,2015-03-09,18.59.49
AA5026,2015-03-26,15.16.07
_1144,2015-01-20,12.02.21
AA696,2015-01-12,13.49.40
_8134,2015-05-16,17.09.16
_18140,2015-11-05,20.29.05
15549,2015-09-17,14.49.07
8419,2015-05-21,17.16.30
_6460,2015-04-19,13.51.27
16107,2015-09-28,19.42.32
14882,2015-09-06,16.43.51
_939,2015-01-16,16.59.23
_1068,2015-01-18,18.16.32
AA9556,2015-06-09,19.19.31
12710,2015-07-31,19.01.51
7861,2015-05-12,17.26.24
6614,2015-04-21,18.47.47
_6234,2015-04-15,15.58.26
16122,2015-09-29,12.41.22
AA5278,2015-03-30,16.41.21
AA3035,2015-02-20,15.07.45
3562,2015-03-01,18.41.16
AA12912,2015-08-04,11.48.45
1538,2015-01-26,17.06.36
15470,2015-09-15,22.29.24
AA5064,2015-03-27,11.58.27
AA14584,2015-09-01,12.46.57
AA14566,2015-08-31,20.32.09
_2712,2015-02-14,20.52.05
AA15574,2015-09-17,17.47.51
AA16821,2015-10-11,20.40.11
AA21199,2015-12-28,16.00.49
AA19100,2015-11-22,16.59.37
_17785,2015-10-30,18.16.59
15238,2015-09-12,13.16.30
AA6190,2015-04-14,18.37.10
_10563,2015-06-26,20.51.11
AA4023,2015-03-09,16.18.37
751,2015-01-13,15.07.35
AA14422,2015-08-29,13.12.54
16639,2015-10-08,16.11.55
7162,2015-04-30,19.18.15
AA21126,2015-12-26,17.22.33
_15641,2015-09-18,19.06.36
8791,2015-05-27,22.48.03
7484,2015-05-06,15.07.46
_13604,2015-08-15,14.55.37
14377,2015-08-28,16.58.07
13083,2015-08-06,19.07.01
1918,2015-02-01,19.50.54
AA4575,2015-03-18,17.27.18
9417,2015-06-07,16.58.49
AA8211,2015-05-17,20.54.45
AA9668,2015-06-11,18.05.41
3767,2015-03-05,13.26.19
17368,2015-10-22,18.20.49
_2103,2015-02-04,19.38.28
AA14136,2015-08-24,14.48.26
_19709,2015-12-01,17.30.22
AA18354,2015-11-09,15.18.00
AA1574,2015-01-27,15.32.22
13379,2015-08-11,18.44.57
19091,2015-11-22,15.29.49
754,2015-01-13,15.47.56
_17839,2015-10-31,17.42.10
AA8580,2015-05-24,12.46.57
AA20383,2015-12-12,19.21.40
AA5243,2015-03-29,20.03.49
1624,2015-01-28,11.55.46
9876,2015-06-15,12.48.24
1738,2015-01-30,13.46.49
AA7791,2015-05-11,16.49.35
_16504,2015-10-06,13.16.59
_13573,2015-08-14,19.13.01
AA11532,2015-07-12,13.27.45
16012,2015-09-27,13.52.19
19318,2015-11-26,13.31.43
AA5322,2015-03-31,13.35.58
769,2015-01-13,17.43.17
4757,2015-03-21,16.52.17
_7267,2015-05-02,16.26.28
AA6528,2015-04-20,15.00.57
16615,2015-10-08,11.47.47
1874,2015-02-01,15.19.35
AA8644,2015-05-25,12.39.57
11937,2015-07-18,19.45.43
16369,2015-10-02,21.06.50
20829,2015-12-20,11.55.46
AA17099,2015-10-16,19.49.44
9461,2015-06-08,13.05.41
3406,2015-02-27,12.09.32
_14949,2015-09-07,17.36.26
9451,2015-06-08,12.11.20
AA18714,2015-11-15,18.03.46
12972,2015-08-05,11.43.20
11284,2015-07-08,12.03.13
_15691,2015-09-19,17.48.05
7807,2015-05-11,19.09.14
15215,2015-09-11,19.23.28
AA18356,2015-11-09,15.23.43
20037,2015-12-07,11.36.27
AA584,2015-01-10,15.05.29
AA10122,2015-06-19,14.05.06
9749,2015-06-12,21.32.06
11790,2015-07-16,17.30.17
5654,2015-04-05,17.14.11
AA20949,2015-12-22,12.42.58
14215,2015-08-25,19.23.18
18658,2015-11-14,18.51.47
AA12378,2015-07-26,11.48.03
AA20834,2015-12-20,13.00.50
AA1035,2015-01-18,12.13.15
AA3144,2015-02-22,15.26.04
AA6605,2015-04-21,16.54.55
5293,2015-03-30,18.45.13
12585,2015-07-29,18.54.52
_7509,2015-05-06,18.56.24
12427,2015-07-26,20.40.53
_21139,2015-12-26,21.20.27
20859,2015-12-20,18.28.25
20591,2015-12-16,14.05.32
AA17122,2015-10-17,15.23.00
13864,2015-08-19,16.06.26
1225,2015-01-21,15.59.07
6276,2015-04-16,12.30.22
AA6659,2015-04-22,15.46.58
11138,2015-07-05,15.18.54
1784,2015-01-30,21.06.05
AA4165,2015-03-11,18.39.21
19763,2015-12-02,15.56.07
1340,2015-01-23,14.12.26
AA20574,2015-12-16,12.27.14
4709,2015-03-20,19.34.01
20222,2015-12-10,13.17.32
AA10708,2015-06-29,14.58.22
_8540,2015-05-23,17.27.20
11972,2015-07-19,16.41.08
_11772,2015-07-16,14.06.56
4838,2015-03-23,13.14.04
9700,2015-06-12,13.02.40
19390,2015-11-26,20.50.19
13647,2015-08-15,20.24.20
11808,2015-07-16,21.38.18
11720,2015-07-15,15.39.58
8841,2015-05-28,19.15.58
AA5835,2015-04-08,17.06.25
10812,2015-07-01,13.25.51
11476,2015-07-11,13.03.45
AA386,2015-01-07,12.58.16
5321,2015-03-31,13.29.47
16106,2015-09-28,19.33.30
_8084,2015-05-15,19.55.24
AA2696,2015-02-14,18.32.58
AA10353,2015-06-23,14.31.07
20852,2015-12-20,16.36.49
AA10507,2015-06-25,21.15.37
2815,2015-02-16,18.21.17
8011,2015-05-14,21.02.58
8481,2015-05-22,17.48.28
_19830,2015-12-03,18.16.20
AA4872,2015-03-23,20.09.11
AA2664,2015-02-13,22.38.02
760,2015-01-13,16.27.40
17251,2015-10-20,17.42.03
11524,2015-07-12,11.52.33
AA20442,2015-12-13,19.30.32
1911,2015-02-01,19.01.15
1972,2015-02-02,17.35.29
AA3826,2015-03-06,12.39.33
14008,2015-08-21,21.06.07
_11088,2015-07-04,19.49.56
4514,2015-03-17,18.29.17
AA16798,2015-10-11,16.05.22
_2613,2015-02-13,13.46.46
3221,2015-02-23,21.09.47
16868,2015-10-13,19.04.36
2910,2015-02-18,14.32.22
_7106,2015-04-29,21.54.40
_1309,2015-01-22,20.04.42
2480,2015-02-11,12.42.27
AA4254,2015-03-13,16.59.32
12940,2015-08-04,16.39.01
5134,2015-03-28,12.15.35
_20785,2015-12-19,14.36.32
AA4849,2015-03-23,16.30.24
17550,2015-10-25,18.46.48
AA3175,2015-02-23,12.10.43
_13481,2015-08-13,14.07.56
AA5170,2015-03-28,18.12.16
AA16973,2015-10-15,13.39.34
3725,2015-03-04,16.56.16
9870,2015-06-15,12.15.41
AA14361,2015-08-28,13.25.31
9677,2015-06-11,19.31.08
AA10212,2015-06-20,20.19.36
AA20285,2015-12-11,13.03.09
_10804,2015-07-01,12.14.16
AA4269,2015-03-13,18.44.54
AA18597,2015-11-13,18.27.24
10027,2015-06-17,17.13.53
13582,2015-08-14,20.27.35
AA15607,2015-09-18,13.12.30
AA11696,2015-07-15,11.47.38
2838,2015-02-17,13.00.48
AA19005,2015-11-20,20.04.53
9203,2015-06-03,21.29.08
7149,2015-04-30,17.39.55
AA1435,2015-01-24,19.44.56
AA66,2015-01-01,21.47.55
11677,2015-07-14,19.20.16
_19855,2015-12-04,12.52.17
4184,2015-03-12,12.19.43
AA5080,2015-03-27,13.43.35
13704,2015-08-16,19.35.16
8461,2015-05-22,14.44.49
2977,2015-02-19,15.33.26
AA15860,2015-09-22,16.59.35
10785,2015-06-30,18.22.21
31,2015-01-01,15.50.18
AA11295,2015-07-08,13.12.23
20619,2015-12-16,18.54.08
8955,2015-05-30,20.08.48
AA6049,2015-04-12,13.49.36
AA15075,2015-09-09,18.12.54
_10951,2015-07-03,14.25.36
7812,2015-05-11,19.34.35
_18614,2015-11-13,20.49.55
19322,2015-11-26,13.59.04
20714,2015-12-18,13.40.08
17870,2015-10-31,21.26.08
AA19726,2015-12-01,19.39.22
AA21039,2015-12-23,18.59.05
_2979,2015-02-19,16.43.03
AA7688,2015-05-09,18.51.37
AA19718,2015-12-01,18.47.29
1629,2015-01-28,12.17.09
20576,2015-12-16,12.47.57
19137,2015-11-23,13.30.41
6530,2015-04-20,15.02.16
9874,2015-06-15,12.29.37
1882,2015-02-01,16.18.31
14878,2015-09-06,15.30.00
2735,2015-02-15,14.53.31
AA18679,2015-11-14,22.22.24
_10794,2015-06-30,21.36.26
_6037,2015-04-12,11.47.33
7589,2015-05-08,12.28.02
_18037,2015-11-03,22.15.28
6398,2015-04-18,13.01.41
AA18565,2015-11-13,12.56.20
AA16043,2015-09-27,19.58.52
17970,2015-11-02,17.11.26
11034,2015-07-04,14.36.10
18161,2015-11-06,12.38.14
AA13589,2015-08-14,22.19.05
20687,2015-12-17,20.02.35
AA3391,2015-02-26,18.37.03
5222,2015-03-29,16.58.46
12881,2015-08-03,14.36.51
12866,2015-08-03,13.01.41
13153,2015-08-07,22.23.54
AA7577,2015-05-07,21.02.26
_14306,2015-08-27,13.24.00
4159,2015-03-11,17.37.24
AA16018,2015-09-27,15.54.25
AA15360,2015-09-14,12.57.49
10115,2015-06-19,13.08.39
9648,2015-06-11,14.31.52
4837,2015-03-23,13.04.56
10712,2015-06-29,15.36.51
8632,2015-05-24,22.52.32
AA16994,2015-10-15,17.14.24
6764,2015-04-24,13.11.42
10401,2015-06-24,13.13.12
14333,2015-08-27,18.14.31
AA14779,2015-09-04,17.57.39
7370,2015-05-04,13.03.03
13367,2015-08-11,15.27.29
AA445,2015-01-08,12.57.39
14513,2015-08-30,21.41.23
AA15557,2015-09-17,16.06.54
_2795,2015-02-16,13.44.29
AA11014,2015-07-03,22.30.29
19040,2015-11-21,17.14.53
450,2015-01-08,13.07.53
2042,2015-02-03,18.01.43
17327,2015-10-21,22.08.59
AA1931,2015-02-01,22.15.43
536,2015-01-09,17.18.50
AA7462,2015-05-05,21.14.41
AA599,2015-01-10,18.34.27
15763,2015-09-20,20.00.24
AA12166,2015-07-22,19.15.50
21337,2015-12-31,19.22.31
8464,2015-05-22,15.49.30
AA15994,2015-09-26,21.57.13
17451,2015-10-23,21.24.01
1591,2015-01-27,18.00.16
_15477,2015-09-16,12.24.20
13563,2015-08-14,17.51.14
AA11903,2015-07-18,13.48.50
11227,2015-07-07,12.07.49
8085,2015-05-15,19.55.58
15667,2015-09-19,12.10.26
AA1228,2015-01-21,16.26.36
AA580,2015-01-10,13.56.01
18906,2015-11-19,14.23.23
AA13515,2015-08-14,12.02.45
10106,2015-06-19,12.20.53
581,2015-01-10,14.13.01
_18527,2015-11-12,16.24.56
19024,2015-11-21,13.47.03
AA10746,2015-06-30,11.55.48
4361,2015-03-15,13.08.26
AA9282,2015-06-05,14.36.07
AA7230,2015-05-01,19.54.36
AA2808,2015-02-16,17.27.14
AA20521,2015-12-15,13.05.11
12594,2015-07-29,21.20.44
_8160,2015-05-16,20.46.33
8040,2015-05-15,14.13.27
9281,2015-06-05,14.29.32
9593,2015-06-10,14.22.15
_2632,2015-02-13,17.24.48
AA19218,2015-11-24,18.44.30
AA20219,2015-12-10,12.55.11
7482,2015-05-06,13.47.17
7820,2015-05-11,21.27.27
_21202,2015-12-28,17.06.33
_11117,2015-07-04,22.24.49
20147,2015-12-09,12.01.20
5056,2015-03-26,20.01.53
15915,2015-09-23,17.17.23
_4,2015-01-01,12.16.31
AA13883,2015-08-19,20.59.49
12259,2015-07-24,13.09.37
5872,2015-04-09,13.07.26
AA4662,2015-03-20,11.47.53
5318,2015-03-31,13.11.16
14004,2015-08-21,20.35.51
AA7997,2015-05-14,18.48.44
AA9118,2015-06-02,14.38.43
AA2913,2015-02-18,15.44.31
_14989,2015-09-08,13.55.33
AA18423,2015-11-10,17.03.56
16430,2015-10-03,21.13.09
AA18008,2015-11-03,14.57.30
_7573,2015-05-07,20.18.38
7493,2015-05-06,16.46.46
1851,2015-02-01,11.49.01
19294,2015-11-26,11.47.45
9625,2015-06-11,11.40.54
11520,2015-07-11,21.46.41
4717,2015-03-20,20.56.46
7071,2015-04-29,14.39.00
_16678,2015-10-09,13.48.13
7819,2015-05-11,21.13.42
15367,2015-09-14,13.52.15
AA7971,2015-05-14,13.56.07
_19909,2015-12-04,20.26.02
9562,2015-06-09,20.18.13
17275,2015-10-21,11.21.11
_13772,2015-08-17,21.00.22
7747,2015-05-10,18.34.12
_10316,2015-06-22,19.32.13
_8919,2015-05-30,12.50.47
AA14257,2015-08-26,16.35.05
AA13184,2015-08-08,17.54.12
AA1111,2015-01-19,16.35.46
AA11493,2015-07-11,17.26.25
AA13617,2015-08-15,16.42.37
16882,2015-10-13,22.26.00
AA18769,2015-11-16,17.32.30
20940,2015-12-22,11.38.50
AA11238,2015-07-07,15.22.39
AA9737,2015-06-12,19.20.18
AA20484,2015-12-14,17.49.03
AA12320,2015-07-25,11.49.45
2424,2015-02-10,13.04.23
AA17730,2015-10-29,17.48.12
10836,2015-07-01,17.34.37
11575,2015-07-12,21.57.54
AA14158,2015-08-24,17.14.31
18963,2015-11-20,13.06.09
AA14594,2015-09-01,13.44.49
AA20054,2015-12-07,14.35.45
AA4418,2015-03-16,12.48.27
14772,2015-09-04,16.49.58
2586,2015-02-12,19.04.06
AA10884,2015-07-02,13.06.40
AA16666,2015-10-09,12.09.28
12975,2015-08-05,11.52.27
AA10936,2015-07-03,12.41.25
AA14349,2015-08-28,11.26.45
18522,2015-11-12,15.37.04
_9851,2015-06-14,18.37.14
4878,2015-03-23,22.12.04
AA166,2015-01-03,16.58.51
AA12513,2015-07-28,16.19.14
13636,2015-08-15,19.19.33
15946,2015-09-26,12.47.25
_2295,2015-02-07,21.21.53
_9702,2015-06-12,13.10.02
AA1547,2015-01-26,20.58.38
7546,2015-05-07,15.39.38
_8238,2015-05-18,14.29.52
11381,2015-07-09,17.44.01
7345,2015-05-03,17.51.25
AA14771,2015-09-04,16.49.32
AA12056,2015-07-20,20.10.28
_18633,2015-11-14,13.53.27
_4401,2015-03-15,21.03.16
AA20454,2015-12-14,11.50.51
8321,2015-05-19,21.49.28
AA6927,2015-04-26,20.09.13
AA8625,2015-05-24,20.28.07
4274,2015-03-13,19.24.05
17149,2015-10-17,19.50.09
19836,2015-12-03,19.27.53
12635,2015-07-30,16.53.12
AA15697,2015-09-19,18.20.15
17506,2015-10-24,20.56.18
552,2015-01-09,19.31.25
15294,2015-09-12,21.41.25
7495,2015-05-06,16.59.48
17630,2015-10-28,12.03.19
3834,2015-03-06,13.48.02
17749,2015-10-30,11.42.04
18970,2015-11-20,13.43.44
AA5681,2015-04-06,11.28.53
16080,2015-09-28,15.35.09
AA15110,2015-09-10,13.35.54
3535,2015-03-01,12.47.14
_15241,2015-09-12,13.28.17
AA7634,2015-05-08,19.54.08
5326,2015-03-31,13.50.17
_21117,2015-12-26,14.59.25
2851,2015-02-17,14.23.26
19373,2015-11-26,19.14.21
2189,2015-02-06,13.14.59
_18694,2015-11-15,13.11.29
AA11120,2015-07-04,22.35.12
AA11867,2015-07-17,20.10.17
9656,2015-06-11,16.09.55
12676,2015-07-31,13.14.57
AA11721,2015-07-15,15.45.33
AA17786,2015-10-30,18.20.42
19865,2015-12-04,13.46.51
AA10219,2015-06-20,22.09.01
8893,2015-05-29,19.50.24
19762,2015-12-02,15.54.07
_12951,2015-08-04,18.20.59
2985,2015-02-19,17.36.55
16923,2015-10-14,18.31.35
19535,2015-11-28,16.18.53
19971,2015-12-05,20.06.28
4241,2015-03-13,13.07.16
AA4404,2015-03-16,11.18.16
_4352,2015-03-14,21.22.53
20497,2015-12-14,19.07.30
_20514,2015-12-15,12.14.37
_4629,2015-03-19,16.24.30
_4545,2015-03-18,12.09.38
AA7372,2015-05-04,13.12.28
AA12591,2015-07-29,20.24.00
_14713,2015-09-03,16.59.47
11471,2015-07-11,12.23.19
10211,2015-06-20,20.09.46
47,2015-01-01,18.26.34
AA6454,2015-04-19,11.49.01
_15841,2015-09-22,14.04.46
_830,2015-01-14,18.38.17
9056,2015-06-01,15.03.46
14645,2015-09-02,13.14.42
_19582,2015-11-29,16.15.11
16782,2015-10-10,22.59.13
AA15566,2015-09-17,16.41.50
1222,2015-01-21,15.32.23
3005,2015-02-20,11.53.36
_20505,2015-12-14,20.56.12
_21327,2015-12-31,18.40.22
14068,2015-08-22,21.34.53
11462,2015-07-10,21.50.39
2797,2015-02-16,14.19.46
1985,2015-02-02,20.00.05
7238,2015-05-01,21.30.15
20021,2015-12-06,19.26.11
AA17206,2015-10-18,20.00.47
13806,2015-08-18,17.01.32
14228,2015-08-26,11.16.51
16484,2015-10-04,21.24.50
7607,2015-05-08,16.32.57
2949,2015-02-19,11.15.43
AA4179,2015-03-12,11.56.55
2202,2015-02-06,15.31.14
_9739,2015-06-12,19.58.13
AA534,2015-01-09,16.43.32
_20486,2015-12-14,17.50.32
18137,2015-11-05,20.24.27
19544,2015-11-28,17.21.24
AA17592,2015-10-27,16.55.50
